question,answer_number
Julia ha giocato con 19 bambini lunedì.Martedì ha giocato a tag con 18 bambini.Ha trascorso un totale di 38 ore per giocare a tag in entrambi i giorni.Con quanti più bambini ha giocato lunedì che martedì?,1.0
Julia ha giocato con 5 bambini martedì.Lunedì aveva giocato a tag con 6 bambini.Con quanti più bambini ha giocato lunedì che martedì?,1.0
Julia ha giocato con un totale di 18 bambini.Ha giocato con 4 bambini il lunedì e tuttavia con altri bambini martedì.Con quanti bambini ha giocato martedì?,14.0
Julia ha giocato con 4 bambini mercoledì.Martedì aveva giocato con 6 bambini e 17 bambini.Con quanti più bambini ha giocato lunedì che mercoledì?,2.0
Bobby mangiava alcuni pezzi di caramelle.Poi ha mangiato altri 25.Se mangiava un totale di 43 pezzi di caramelle quanti pezzi di caramelle avevano mangiato all'inizio?,18.0
Bobby ha mangiato 28 pezzi di caramelle.Quindi ne ha mangiato altri 42.Ha anche mangiato 63 pezzi di cioccolato.Quanti pezzi di caramelle ha mangiato Bobby?,70.0
Bobby ha mangiato 33 pezzi di caramelle.Poi ne ha mangiato altri 4.Ha anche mangiato 14 pezzi di cioccolato.Quanti pezzi di caramelle e cioccolato hanno mangiato del tutto?,51.0
Bobby ha mangiato 38 pezzi di caramelle.Poi ha mangiato altri 36.Ha anche mangiato 16 pezzi di cioccolato.Quanti più pezzi di caramelle del cioccolato ha mangiato Bobby?,58.0
Bobby aveva 20 pezzi di caramelle.Ha mangiato 34 pezzi di caramelle.Quindi ne ha mangiato altri 18.Quanti pezzi di caramelle ha mangiato Bobby?,52.0
Bobby aveva 21 pezzi di caramelle.Ha mangiato 5 pezzi di caramelle.Poi ne ha mangiato altri 9.Quanti pezzi di caramelle restano ancora?,7.0
"Bobby aveva 22 pezzi di caramelle.Ha mangiato alcuni pezzi di caramelle.Quindi ne ha mangiato altri 5.Se ha ancora 8 pezzi di caramelle, quanti pezzi di caramelle avevano mangiato all'inizio?",9.0
Bobby aveva 19 pezzi di caramelle.Ha mangiato 2 pezzi di caramelle.Quanti pezzi di caramelle restano ancora?,17.0
Bobby aveva 32 pezzi di caramelle.Ha mangiato alcuni pezzi di caramelle.Se ha rimasto 20 pezzi di caramelle quanti pezzi di caramelle hanno mangiato Bobby?,12.0
Bobby ha mangiato 17 pezzi di caramelle.Quindi ne ha mangiato altri 15.Se inizialmente avesse 36 pezzi di caramelle quanti pezzi di caramelle gli rimane ancora?,4.0
Bobby ha mangiato 23 pezzi di caramelle.Se inizialmente avesse 30 pezzi di caramelle quanti pezzi di caramelle gli rimane ancora?,7.0
Allan ha portato 5 palloncini e Jake ha portato 3 palloncini al parco.Quanti palloncini avevano Allan di Jake nel parco?,2.0
Allan ha portato 2 palloncini e Jake ha portato 3 palloncini al parco.Quanti più palloncini aveva Jake di Allan nel parco?,1.0
Allan e Jake hanno portato 3 palloncini al parco.Se Allan ha portato 2 palloncini quanti palloncini ha portato Jake al parco?,1.0
Jake ha portato 6 palloncini al parco.Se Jake ha portato altri 4 palloncini rispetto al numero di palloncini che Allan ha portato quanti palloncini ha portato allan al parco?,2.0
Allan ha portato 5 palloncini al parco.Se Jake ha portato altri 6 palloncini rispetto al numero di palloncini che Allan ha portato quanti palloncini ha portato Jake al parco?,11.0
Allan ha portato 3 palloncini e Jake ha portato 5 palloncini al parco.Allan ha quindi acquistato altri 2 palloncini al parco.Quanti palloncini avevano Allan e Jake nel parco?,10.0
Allan ha portato 2 palloncini e Jake ha portato 4 palloncini nel parco.Allan ha quindi acquistato altri 3 palloncini nel parco.Quanti palloncini avevano Allan di Jake nel parco?,1.0
Allan ha portato 2 palloncini e Jake ha portato 6 palloncini nel parco.Allan ha quindi acquistato altri 3 palloncini nel parco.Quanti più palloncini aveva Jake di Allan nel parco?,1.0
Allan ha portato 5 palloncini e Jake ha portato 4 palloncini nel parco.Allan ha quindi acquistato altri 3 palloncini nel parco.Quanti palloncini ha portato Allan al parco?,8.0
Allan ha portato 6 palloncini e Jake ha portato 2 palloncini al parco.Jake ha quindi acquistato altri 3 palloncini al parco.Quanti palloncini avevano Allan di Jake nel parco?,1.0
Allan ha portato 6 palloncini e Jake ha portato 3 palloncini al parco.Jake ha quindi acquistato altri 4 palloncini al parco.Quanti più palloncini aveva Jake di Allan nel parco?,1.0
Allan ha portato 5 palloncini e Jake ha portato 6 palloncini al parco.Jake ha quindi acquistato altri 3 palloncini al parco.Quanti palloncini ha portato Jake al parco?,9.0
Allan ha portato 3 palloncini e 20 palle mentre Jake ha portato 5 palloncini e 59 palle nel parco.Quanti palloncini avevano Allan e Jake nel parco?,8.0
Allan ha portato 7 palloncini e 5 palle mentre Jake ha portato 6 palloncini e 4 palle nel parco.Quante palle avevano Allan e Jake nel parco?,9.0
Allan ha portato 5 palloncini.Se Allan e Jake hanno portato un totale di 6 palloncini nel parco quanti palloncini ha portato Jake al parco?,1.0
Allan ha portato 2 palloncini al parco e poi ha acquistato altri 3 palloncini lì.Se Jake ha portato 6 palloncini al parco quanti più palloncini aveva Jake di Allan nel parco?,1.0
Ogni giorno Ryan trascorre 6 ore per imparare l'inglese e 2 ore per imparare il cinese.Quante più ore spende per imparare l'inglese che per imparare il cinese?,4.0
Ogni giorno Ryan trascorre 6 ore per imparare l'inglese e 7 ore per imparare il cinese.Quante più ore trascorre per imparare il cinese che per imparare l'inglese?,1.0
Ogni giorno Ryan trascorre 3 ore per imparare l'inglese e altre ore per imparare il cinese.Se trascorre un totale di 4 ore per imparare l'inglese e il cinese ogni giorno quante ore trascorre per imparare il cinese?,1.0
Ogni giorno Ryan trascorre 7 ore per imparare l'inglese e altre ore per imparare il cinese.Se trascorre 2 ore in più per imparare l'inglese se non nell'apprendimento dei cinesi quante ore trascorre per imparare il cinese?,5.0
Ogni giorno Ryan trascorre 5 ore per imparare il cinese e altre ore per imparare l'inglese.Se trascorre 2 ore in più per imparare l'inglese se non nell'apprendimento dei cinesi quante ore trascorre per imparare l'inglese?,7.0
Ogni giorno Ryan trascorre 6 ore per imparare l'inglese e 7 ore per imparare il cinese.Se impara per 5 giorni quante ore trascorre per imparare l'inglese e il cinese in tutto?,65.0
Ogni giorno Ryan trascorre 6 ore per imparare l'inglese e 5 ore per l'apprendimento dei cinesi.Se impara per 2 giorni quante ore trascorre per imparare l'inglese in tutto?,12.0
Ogni giorno Ryan trascorre 5 ore per imparare l'inglese e 4 ore per l'apprendimento dei cinesi.Se impara per 6 giorni quante ore trascorre per imparare il cinese in tutto?,24.0
Ogni giorno Ryan trascorre 4 ore per imparare l'inglese e 6 ore per imparare il cinese.Se impara per 86 giorni quante ore trascorre per imparare l'inglese e il cinese ogni giorno?,10.0
Ogni giorno Ryan trascorre 6 ore per imparare l'inglese 7 ore per l'apprendimento del cinese e 3 ore per l'apprendimento dello spagnolo.Quante ore spende per imparare in tutto il cinese e lo spagnolo inglese?,16.0
Ogni giorno Ryan trascorre 6 ore per imparare l'inglese 3 ore per l'apprendimento del cinese e 58 ore per l'apprendimento dello spagnolo.Quante più ore spende per imparare l'inglese che per imparare il cinese?,3.0
Ogni giorno Ryan trascorre 7 ore per imparare l'inglese 2 ore per l'apprendimento del cinese e 4 ore per l'apprendimento dello spagnolo.Quante ore trascorre per imparare l'inglese che per imparare lo spagnolo?,3.0
Ogni giorno Ryan trascorre 2 ore per imparare l'inglese 5 ore per l'apprendimento del cinese e 4 ore per l'apprendimento dello spagnolo.Quante più ore spende per imparare il cinese che per imparare lo spagnolo?,1.0
Ogni giorno Ryan trascorre un totale di 3 ore per imparare l'inglese e il cinese.Se trascorre 2 ore per imparare l'inglese ogni giorno quante ore trascorre per imparare il cinese?,1.0
Ryan impara l'inglese e il cinese per 7 giorni.Ogni giorno trascorre 4 ore per imparare l'inglese e 5 ore per imparare il cinese.Quante ore spende per imparare l'inglese e il cinese in tutto?,63.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva 8 sacchi di lattine.Il giorno successivo ha trovato altre 7 borse di lattine.Quante altre borse ha avuto il lunedì di quanto non abbia trovato il giorno successivo?,1.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva 7 sacchi di lattine.Il giorno successivo ha trovato altre 12 borse di lattine.Quante altre borse ha trovato il giorno successivo di quanto non avesse avuto lunedì?,5.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva 4 sacchi di lattine.Il giorno successivo ha trovato altre lattine per un valore di lattina.Se aveva un totale di 6 borse del tutto quante borse ha trovato il giorno successivo?,2.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva alcuni sacchi di lattine.Il giorno successivo ha trovato altre 4 borse di lattine.Se aveva un totale di 8 borse del tutto quante borse aveva lunedì?,4.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva 10 sacchi di lattine.Ha trovato 3 sacchi di lattine il giorno successivo e 7 sacchi di lattine il giorno dopo.Quante borse ha avuto del tutto?,20.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva 8 sacchi di lattine.Ha trovato 10 sacchi di lattine il giorno successivo e 4 sacchi di lattine il giorno dopo.Quante borse ha trovato dopo lunedì?,14.0
Tiffany stava raccogliendo lattine per il riciclaggio.Lunedì aveva 3 sacchi di lattine.Il giorno successivo ha trovato altri 7 sacchi di lattine e 44 sacchi di bottiglie.Quante sacchi di lattine ha avuto del tutto?,10.0
17 pesche rosse e 16 pesche verdi sono nel cestino.Quante più pesche rosse delle pesche verdi sono nel cestino?,1.0
5 pesche rosse e 11 pesche verdi sono nel cestino.Quante più pesche verdi delle pesche rosse ci sono nel cestino?,6.0
10 pesche rosse e alcune altre pesche verdi sono nel cestino.Se ci sono un totale di 15 pesche nel cestino quante pesche verdi sono nel cestino?,5.0
3 pesche rosse e alcune altre pesche verdi sono nel cestino.Se ci sono altre 10 pesche verdi delle pesche rosse nel cestino quante pesche verdi sono nel cestino?,13.0
7 Pesche rosse 15 Pesche gialle e 8 pesche verdi sono nel cestino.Quante pesche ci sono nel cestino?,30.0
7 Pesche rosse 71 Pesche gialle e 8 pesche verdi sono nel cestino.Quante più pesche verdi delle pesche rosse sono nel cestino?,1.0
2 Pesche rosse 6 Pesche gialle e 14 pesche verdi sono nel cestino.Quante più pesche verdi delle pesche gialle sono nel cestino?,8.0
19 Pesche rosse 11 Pesche gialle e 12 pesche verdi sono nel cestino.Quante più pesche rosse delle pesche gialle sono nel cestino?,8.0
6 pesche rosse 90 pesche gialle e 16 pesche verdi sono nel cestino.Quante pesche rosse e verdi ci sono nel cestino?,22.0
18 Pesche rosse 14 Pesche gialle e 17 pesche verdi sono nel cestino.Quante pesche rosse e gialle ci sono nel cestino?,32.0
5 pesche rosse 14 Pesche gialle e 6 pesche verdi sono nel cestino.Quante pesche verdi e gialle ci sono nel cestino?,20.0
Ci sono 65 cestini di pesche.Ogni cestino ha 7 pesche rosse e 3 pesche verdi.Quante pesche ci sono in ogni cestino?,10.0
Ci sono 11 cestini di pesche.Ogni cestino ha 10 pesche rosse e 18 pesche verdi.Quante pesche ci sono nei cestini del tutto?,308.0
Ci sono 6 cestini di pesche.Ogni cestino ha 16 pesche rosse e 18 pesche verdi.Quante pesche rosse ci sono del tutto nei cestini?,96.0
Ci sono 7 cestini di pesche.Ogni cestino ha 10 pesche rosse e 2 pesche verdi.Quante pesche verdi ci sono del tutto nei cestini?,14.0
Ci sono alcuni cestini di pesche.Ogni cestino ha 4 pesche rosse e 3 pesche verdi.Se ci sono un totale di 7 pesche in tutti i cestini quanti cestini di pesche ci sono?,1.0
Ci sono 2 cestini di pesche.Ogni cestino ha 4 pesche rosse e altre pesche verdi.Se ci sono un totale di 12 pesche in tutti i cestini quante pesche verdi sono in ogni cestino?,2.0
Ci sono un totale di 16 pesche in un cestino.Se ci sono 13 pesche rosse e altre pesche verdi nel cestino.Quante pesche verdi ci sono nel cestino?,3.0
Ogni cesto di pesche ha 19 pesche rosse e 4 pesche verdi.Se ci sono 15 di questi cestini quante pesche sono del tutto nei cestini?,345.0
Ci sono 10 pesche distribuite equamente in alcuni cestini.Se ogni cestino ha 4 pesche rosse e 6 pesche verdi quanti cestini di pesche ci sono?,1.0
6 Pesche verdi 60 Pesche gialle e 2 pesche rosse sono nel cestino.Quante più pesche verdi delle pesche rosse ci sono nel cestino?,4.0
Jerry aveva 4 figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre figure d'azione allo scaffale.Se ci sono un totale di 8 action figure sul suo scaffale ora quante figure ha aggiunto allo scaffale?,4.0
Jerry aveva alcune figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 7 figure d'azione allo scaffale.Se ci sono un totale di 10 action figure sul suo scaffale ora quante figure aveva inizialmente sullo scaffale?,3.0
Jerry aveva 4 figure d'azione e 22 libri su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 6 figure d'azione allo scaffale.Quante figure d'azione erano in tutto il suo scaffale?,10.0
Jerry aveva 5 figure d'azione e 9 libri su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 7 figure d'azione allo scaffale.Quante più personaggi d'azione di libri erano sul suo scaffale?,3.0
Jerry aveva 2 figure d'azione e 10 libri su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 4 figure d'azione allo scaffale.Quanti più libri che figure d'azione fossero sul suo scaffale?,4.0
Jerry aveva 8 figure d'azione e 9 libri su uno scaffale nella sua stanza.Successivamente ha aggiunto altri 10 libri allo scaffale.Quanti libri c'erano in tutto il suo scaffale?,19.0
Jerry aveva 7 figure d'azione e 2 libri su uno scaffale nella sua stanza.Successivamente ha aggiunto altri 4 libri allo scaffale.Quante più personaggi d'azione di libri erano sul suo scaffale?,1.0
Jerry aveva 5 figure d'azione e 2 libri su uno scaffale nella sua stanza.Successivamente ha aggiunto altri 9 libri allo scaffale.Quanti più libri che figure d'azione fossero sul suo scaffale?,6.0
Jerry aveva 8 figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 4 figure d'azione allo scaffale e ne ha rimosso 5 vecchi.Quante figure d'azione erano in tutto il suo scaffale?,7.0
Jerry aveva 3 figure d'azione su uno scaffale nella sua stanza.Successivamente aggiunse altre 4 figure d'azione allo scaffale e rimosse alcune di quelle vecchie.Se ci sono 6 figure d'azione sul suo scaffale ora quante figure ha rimosso dallo scaffale?,1.0
Jerry aveva 7 figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre figure d'azione allo scaffale e ha rimosso 10 di quelli vecchi.Se ci sono 8 figure d'azione sul suo scaffale ora quante figure ha aggiunto allo scaffale?,11.0
Jerry aveva alcune figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 2 figure d'azione allo scaffale e ha rimosso 7 di quelli vecchi.Se ci sono 10 figure d'azione sul suo scaffale ora quante figure avevano inizialmente sullo scaffale?,15.0
Jerry aveva 9 figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 7 figure d'azione allo scaffale.Se ha anche 10 libri sullo scaffale quante più figure d'azione rispetto ai libri erano sul suo scaffale?,6.0
Jerry aveva 3 libri e 4 figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 2 figure d'azione allo scaffale.Quante più personaggi d'azione di libri erano sul suo scaffale?,3.0
Jerry aveva 7 libri e 3 figure d'azione su uno scaffale nella sua stanza.Successivamente ha aggiunto altre 2 figure d'azione allo scaffale.Quanti più libri che figure d'azione fossero sul suo scaffale?,2.0
2 uccelli erano seduti sul recinto.Alcuni altri uccelli sono venuti a unirsi a loro.Se ci sono un totale di 6 uccelli sul recinto ora quanti più uccelli erano venuti a sedersi sul recinto?,4.0
C'erano alcuni uccelli seduti sul recinto.Altri 4 uccelli sono venuti a unirsi a loro.Se ci sono un totale di 5 uccelli sul recinto ora quanti uccelli erano stati seduti sul recinto all'inizio?,1.0
4 uccelli e 46 cicogne erano seduti sul recinto.Altri 6 uccelli sono venuti a unirsi a loro.Quanti uccelli sono seduti sul recinto?,10.0
3 uccelli e 2 cicogne erano seduti sul recinto.Altri 5 uccelli sono venuti a unirsi a loro.Quanti uccelli e cicogne sono seduti sul recinto?,10.0
3 uccelli e 4 cicogne erano seduti sul recinto.Altri 2 uccelli sono venuti a unirsi a loro.Quanti più uccelli che cucine sono sedute sul recinto?,1.0
2 uccelli e 6 cicogne erano seduti sul recinto.Altri 3 uccelli sono venuti a unirsi a loro.Quante più cicogne di Birds sono sedute sul recinto?,1.0
4 uccelli e 6 cicogne erano seduti sul recinto.Altre 2 cicogne vennero per unirsi a loro.Quante cicogne sono sedute sul recinto?,8.0
3 uccelli e 4 cicogne erano seduti sul recinto.Altre altre culo sono venute a unirsi a loro.Quanti uccelli e cicogne sono seduti sul recinto?,13.0
6 uccelli e 3 cicogne erano seduti sul recinto.Altre 2 cicogne vennero per unirsi a loro.Quanti più uccelli che cucine sono sedute sul recinto?,1.0
4 uccelli e 3 cicogne erano seduti sul recinto.Altre altre culo sono venute a unirsi a loro.Quante più cicogne di Birds sono sedute sul recinto?,5.0
6 uccelli erano seduti sul recinto.Altri 4 uccelli e altre 8 cicogne sono venuti a unirsi a loro.Quanti uccelli sono seduti sul recinto?,10.0
2 uccelli erano seduti sul recinto.Altri 5 uccelli e altre 4 cicogne sono venuti a unirsi a loro.Quanti più uccelli che cucine sono sedute sul recinto?,3.0
3 uccelli erano seduti sul recinto.Altri 2 uccelli e altre 6 cicogne sono venuti a unirsi a loro.Quante più cicogne di Birds sono sedute sul recinto?,1.0
5 cicogne e 3 uccelli erano seduti sul recinto.Altri 4 uccelli sono venuti a unirsi a loro.Quanti più uccelli che cucine sono sedute sul recinto?,2.0
6 cicogne e 2 uccelli erano seduti sul recinto.Altri 3 uccelli sono venuti a unirsi a loro.Quante più cicogne di Birds sono sedute sul recinto?,1.0
3 uccelli erano seduti sul recinto.Altre altre 6 culette e altri 2 uccelli sono venuti a unirsi a loro.Quante più cicogne di Birds sono sedute sul recinto?,1.0
Un libro ha 2 capitoli.Il primo capitolo è lungo 48 pagine.Il secondo capitolo è lungo 11 pagine.Quante più pagine ha il primo capitolo rispetto al secondo capitolo?,37.0
Un libro ha 2 capitoli.Il primo capitolo è lungo 37 pagine.Il secondo capitolo è lungo 80 pagine.Quante più pagine ha il secondo capitolo rispetto al primo capitolo?,43.0
Un libro ha 2 capitoli.Il primo capitolo è lungo 60 pagine.Se ci sono un totale di 93 pagine nel libro quante pagine ci sono nel secondo capitolo?,33.0
Un libro ha 2 capitoli.Il secondo capitolo è lungo 36 pagine.Se ci sono un totale di 67 pagine nel libro quante pagine ci sono nel primo capitolo?,31.0
Un libro ha 3 capitoli.Il primo capitolo è lungo 66 pagine Il secondo capitolo è lungo 35 pagine e il terzo capitolo è lungo 24 pagine.Quante pagine ha del tutto il libro?,125.0
Un libro ha 3 capitoli.Il primo capitolo è lungo 91 pagine Il secondo capitolo è lungo 23 pagine e il terzo capitolo è lungo 25 pagine.Quante più pagine ha il primo capitolo rispetto al secondo capitolo?,68.0
Un libro ha 3 capitoli.Il primo capitolo è lungo 35 pagine Il secondo capitolo è lungo 18 pagine e il terzo capitolo è lungo 3 pagine.Quante più pagine ha il secondo capitolo rispetto al terzo capitolo?,15.0
Un libro ha 3 capitoli.Il primo capitolo è lungo 53 pagine Il secondo capitolo è lungo 75 pagine e il terzo capitolo è lungo 21 pagine.Quante più pagine ha il primo capitolo rispetto al terzo capitolo?,32.0
Un libro ha 31 capitoli.Ogni capitolo è lungo 61 pagine.Quante pagine ha del tutto il libro?,1891.0
Un libro ha 2 capitoli su 23 pagine.Il primo capitolo è lungo 10 pagine.Quante pagine ci sono nel primo capitolo?,13.0
Un libro ha 2 capitoli su 81 pagine.Il secondo capitolo è lungo 68 pagine.Quante pagine ci sono nel secondo capitolo?,13.0
62 campeggiatori sono andati a remare la mattina.39 campeggiatori sono andati a remare nel pomeriggio.Quanti più campeggiatori sono andati a remare al mattino che nel pomeriggio?,23.0
52 campeggiatori sono andati a remare la mattina.61 campeggiatori sono andati a remare nel pomeriggio.Quanti più campeggiatori sono andati a remare nel pomeriggio che al mattino?,9.0
15 campeggiatori sono andati a remare la mattina.Alcuni campeggiatori sono andati a remare nel pomeriggio.Se un totale di 32 campeggiatori è andato a remare quel giorno quanti campeggiatori sono andati a remare nel pomeriggio?,17.0
Alcuni campeggiatori sono andati a remare la mattina mentre 7 campeggiatori sono andati a remare nel pomeriggio.Se un totale di 60 campeggiatori andavano a remare quel giorno quanti campeggiatori andavano a remare la mattina?,53.0
36 campeggiatori sono andati a remare la mattina 13 campeggiatori sono andati a remare nel pomeriggio e 49 campeggiatori sono andati a remare la sera.Quanti campeggiatori sono andati a remare in tutto?,98.0
44 campeggiatori sono andati a remare al mattino 39 campeggiatori sono andati a remare nel pomeriggio e 31 campeggiatori sono andati a remare la sera.Quanti più campeggiatori sono andati a remare al mattino che nel pomeriggio?,5.0
53 campeggiatori sono andati a remare al mattino 48 campeggiatori sono andati a remare nel pomeriggio e 49 campeggiatori sono andati a remare la sera.Quanti più campeggiatori sono andati a remare la mattina che la sera?,4.0
33 campeggiatori sono andati a remare al mattino 34 campeggiatori sono andati a remare nel pomeriggio e 10 campeggiatori sono andati a remare la sera.Quanti più campeggiatori sono andati a remare nel pomeriggio che della sera?,24.0
13 campeggiatori sono andati a canottare e 59 campeggiatori hanno fatto un'escursione al mattino.21 campeggiatori sono andati a remare nel pomeriggio.Quanti campeggiatori sono andati a remare in tutto?,34.0
29 campeggiatori sono andati a remare e 66 campeggiatori hanno fatto un'escursione al mattino.26 campeggiatori sono andati a remare nel pomeriggio.Quanti più campeggiatori sono andati a remare al mattino che nel pomeriggio?,3.0
41 campeggiatori sono andati a remare e 4 campeggiatori hanno fatto un'escursione al mattino.26 campeggiatori sono andati a remare nel pomeriggio.Quanti campeggiatori sono andati a remare e fare escursioni in tutto?,71.0
46 campeggiatori sono andati a remare in un giorno.43 campeggiatori sono andati a remare la mattina e alcuni campeggiatori sono andati a remare nel pomeriggio.Quanti campeggiatori sono andati a remare nel pomeriggio?,3.0
Rachel raccolse 4 mele dal suo albero.Se l'albero aveva inizialmente 7 mele.Quante mele sono ancora lì sull'albero?,3.0
L'albero di Rachel aveva inizialmente 4 mele.Ha scelto alcune mele e ora sono rimaste 2 mele sull'albero.Quante mele ha scelto Rachel?,2.0
Rachel raccolse 7 mele mature dal suo albero.Ora l'albero ha ancora 5 mele.Se 3 di questi sono maturi e il resto è acerbo quante mele acerbo ha l'albero ora?,2.0
Rachel raccolse 2 mele mature dal suo albero.Ora l'albero ha ancora 7 mele.Se 6 di questi sono maturi e il resto è acerbo da quante mele mature ha dovuto iniziare l'albero?,8.0
Rachel raccolse 6 mele mature dal suo albero.Ora l'albero ha 2 mele mature e 4 mele acerbo.Con quante mele doveva cominciare l'albero?,12.0
Rachel raccolse 3 mele mature dal suo albero.Ora l'albero ha 2 mele mature e 27 mele acerbo.Con quante mele mature doveva iniziare l'albero?,5.0
Rachel raccolse 7 mele dal suo albero.Successivamente 2 nuove mele sono cresciute sull'albero.Ora l'albero ha ancora 6 mele.Con quante mele doveva cominciare l'albero?,11.0
L'albero di Rachel aveva 2 mele.Ha scelto 4 mele dal suo albero.Successivamente 3 nuove mele sono cresciute sull'albero.Quante mele ci sono sull'albero adesso?,1.0
Rachel ha 52 mele.Ha scelto 2 mele da 1 dei suoi alberi.Ora l'albero ha ancora 7 mele.Con quante mele doveva cominciare l'albero?,9.0
Rachel ha 3 alberi di mele.Ha scelto 8 mele da ciascuno dei suoi alberi.Ora gli alberi hanno ancora un totale di 9 mele.Quante mele c'erano inizialmente su tutti gli alberi?,33.0
Rachel ha 4 alberi di mele.Ha scelto 7 mele da ciascuno dei suoi alberi.Ora gli alberi hanno ancora un totale di 29 mele.Quante mele ha scelto Rachel in tutto?,28.0
Ed aveva 2 marmi in più di Doug.Doug ha perso alcuni dei suoi marmi nel parco giochi.Ora Ed ha 19 marmi in più di Doug.Quante marmi ha perso Doug?,17.0
Ed aveva 10 marmi in più di Doug.Doug ha perso 11 dei suoi marmi nel parco giochi.Se Ed avesse 45 marmi quanti più marmi avevano ED di Doug allora?,21.0
Ed aveva 6 marmi in più di Doug.Doug ha perso 7 dei suoi marmi nel parco giochi.Se ED avesse 22 marmi quanti marmi ha Doug ora?,9.0
Ed aveva 5 marmi in più di Doug.Doug ha perso 3 dei suoi marmi nel parco giochi.Se ED avesse 27 marmi quanti marmi avesse inizialmente Doug?,22.0
Ed aveva 24 marmi in più di Doug.Doug ha perso 27 dei suoi marmi nel parco giochi mentre Ed ha trovato altri 9 marmi.Quante più marmi avevano allora ED di Doug?,60.0
Ed aveva 29 marmi in più di Doug.Ed ha perso 17 dei suoi marmi nel parco giochi.Quanti più marmi avevano allora Ed di Doug?,12.0
Ed aveva 19 marmi in più di Doug.Ed perse alcuni dei suoi marmi nel parco giochi.Ora Ed ha 8 marmi in più di Doug.Quante marmi ha perso Ed?,11.0
Ed aveva 30 marmi in più di Doug.Ed ha perso 21 dei suoi marmi nel parco giochi.Se ED avesse 91 marmi quanti più marmi avevano ED di Doug allora?,9.0
Ed aveva 12 marmi in più di Doug.Ed ha perso 20 dei suoi marmi nel parco giochi.Se Ed avesse 17 marmi quanti marmi ha Doug ora?,5.0
